project_id,period,baseline_budget,baseline_duration_months,PV,EV,AC,CPI,SPI,forecast_duration_months,forecast_EAC,late_flag,overrun_flag,risk_state
199,3,904876.9089855859,19,148844.60571652718,156483.26841729233,157098.9819570472,0.9960807286458215,1.0513197147050992,18.072523262183473,908437.321356244,0,0,1
10,15,1269639.1783651472,20,941610.5969460128,895177.0265538605,971783.6778050974,0.921169028662569,0.9506870775002392,21.037416488912957,1378291.213512157,1,1,2
239,4,960582.0250357357,21,181061.53008157454,197477.8523592214,181327.53388553567,1.089067104855023,1.0906670912934997,19.254271232383665,882022.8071837766,0,0,1
336,2,1067467.9854147616,14,151752.24092018363,147688.12687857245,160442.58948166066,0.9205045079096901,0.9732187543527034,14.385255049170858,1159655.358819264,0,1,0
293,2,1062220.1310468991,25,85786.90988713114,88693.35559568457,82111.85486108929,1.0801528688607676,1.0338798274978944,24.180760021696926,983397.9630746322,0,0,0
356,2,948420.4979619246,20,96975.65541587338,99797.164267106,95634.90413319525,1.0435223956319732,1.0290950222417448,19.434551297734096,908864.5360481666,0,0,0
499,18,947973.9619865285,19,888293.7977723618,852068.4114819728,973985.2621061978,0.8748268014234779,0.9592191385538951,19.80777826080923,1083613.3054497517,0,1,1
172,6,1189346.6968942422,17,419488.5727617415,463337.32452226814,413687.2630475665,1.1200183469728744,1.1045290732756898,15.391174765172352,1061899.2984434091,0,0,0
129,3,829758.9949295849,14,176519.77609994018,190704.7464082684,163414.61459127002,1.1669993340880558,1.080359099822884,12.958654212562458,711019.2531326462,0,0,0
157,14,993798.7605467347,14,982982.3865020126,951284.6222406245,1190453.2012202435,0.799094513976303,0.9677534768713547,14.466494137805146,1243656.0921956291,0,1,2
318,6,1079590.9014678702,20,324078.91066256654,314905.83973301447,338489.53532632615,0.9303266626231873,0.9716949464227768,20.582591350946636,1160442.8259895416,0,1,2
306,1,1101079.714955789,16,67806.29233117585,63107.70886476444,71647.59718424518,0.8808070520841053,0.9307057899071839,17.191254393717294,1250080.494190515,1,1,2
482,14,1371154.4258787015,15,1257237.6752252541,1179503.2514416054,1307129.814835078,0.9023612177268135,0.9381704626615478,15.988565614659908,1519518.3469130578,1,1,2
142,6,936693.9348240598,16,340615.3791894821,324823.8418219432,363912.1190829794,0.8925886904796284,0.9536382138554168,16.777851146835225,1049412.7304265213,0,1,2
387,4,1164068.6765738449,13,342044.9309940212,337726.8432839038,356641.06808571715,0.9469656568063345,0.9873756710921909,13.1662146238827,1229261.766999762,0,1,0
154,5,935225.6020463498,18,248038.18655039876,255911.68582154647,260926.22866646157,0.9807817601528855,1.0317430931932245,17.44620353531067,953551.1772777723,0,0,0
480,6,1283477.745275276,13,564907.7740187051,580537.3728050995,552816.1816797706,1.0501454046462535,1.027667522921851,12.65000567794394,1222190.5077112836,0,0,1
404,2,1090041.2615005348,12,178599.73746941634,192957.34138570906,169868.52427184887,1.1359216912776027,1.08038983774403,11.10710188190708,959609.513464379,0,0,0
16,11,934141.9134842594,16,601199.9975933469,626615.2197325721,553836.8808081966,1.1314075343234138,1.0422741554240926,15.35104743481789,825645.8306536557,0,0,1
160,15,866906.2431758766,26,505925.3538281046,483328.4664291636,500277.02422184224,0.9661216546591535,0.9553355307695873,27.215568941579345,897305.4676863857,0,0,1
209,10,897040.3963753923,14,627050.2836041828,639737.8107027971,629225.6372347431,1.0167065244103084,1.020233667746211,13.722346598233006,882300.2261106541,0,0,1
172,14,1319936.6591927996,24,758119.9479231237,724772.1332488599,788497.1897440496,0.9191816314324783,0.9560124822389644,25.104274730589733,1435991.1186821405,0,1,2
61,10,1169495.5591161335,14,833413.3048301201,847903.1340710669,978345.0915415161,0.8666708111501636,1.0173861266156536,13.760753792241257,1349411.4998105098,0,1,2
216,9,1049180.63228965,21,421770.98384321755,453033.9425987592,421926.69390145957,1.0737266666151364,1.0741230666715633,19.55083235022008,977139.401405698,0,0,0
319,10,827229.5492246696,10,812451.3790463003,778508.3795727796,795255.6322999219,0.9789410448075566,0.95822150057353,10.436000438327298,845024.8905308583,0,0,1
42,2,906156.3840397906,22,83259.51761273353,85118.12407582166,83009.35503471567,1.025403992600883,1.0223230510622594,21.51961650198593,883706.7054336045,0,0,1
487,5,811612.7310669878,16,266519.23383715085,267402.581379888,264185.9530996698,1.012175621915086,1.0033143857200073,15.947145010302966,801849.7121392598,0,0,1
40,17,845724.3638588096,17,852761.0657577242,876380.5648653642,827903.3414795441,1.058554206701457,1.0276976752997662,16.541829770162046,798942.8963625368,0,0,1
304,4,957777.739798841,15,267045.6456319653,288528.00443756534,292630.88904939493,0.9859793180919563,1.0804445200922932,13.883174675844232,971397.393661674,0,0,0
448,6,859419.7672939955,20,257404.72708563373,254234.21065669143,252170.54520853836,1.0081836102089023,0.98768275755912,20.249416978207048,852443.7003254972,0,0,1
15,21,820696.1538552846,23,748332.3486107368,729368.8246008194,820885.8110796828,0.8885143521259136,0.9746589546140525,23.597997936732227,923672.366002459,0,1,2
347,13,1039817.8471926269,18,749510.3687610782,735663.3420985957,748087.4704612639,0.983392144831663,0.9815252366883579,18.338805083332915,1057378.6384785725,0,0,2
482,11,846684.2712876338,26,332180.2371227629,319415.33223015006,358450.5959308343,0.8911000172860184,0.9615723529997501,27.039046951474443,950156.2729920491,0,1,1
448,15,1032393.770439487,15,1032399.0144746887,1048055.2002834924,1012774.2314316056,1.0348359661580404,1.0151648593124336,14.775925173532336,997640.0165838646,0,0,0
226,2,715944.8883821445,17,85442.39598155589,86870.23491337546,91824.89602939377,0.9460422899424543,1.0167111293569973,16.720580221002773,756778.9474038142,0,1,1
497,1,1279927.1002128816,18,71841.11051980198,73304.51144752091,71959.79944104228,1.0186869893596684,1.0203699652904943,17.640660360750122,1256447.8721942103,0,0,0
333,12,992042.1904511963,22,534448.3287677449,492947.1660738807,550034.2026013582,0.8962118423590981,0.9223476612050565,23.852177357133186,1106928.2323248975,1,1,2
200,3,1123828.6399312941,17,202278.19882196546,177973.27239771327,182339.09142544182,0.9760565932757556,0.8798440634443058,19.321605618898516,1151397.0067653547,1,0,2
274,12,740450.7380375185,12,763112.7542887365,824157.5617899607,771747.5444679713,1.0679108313303671,1.0799944793978988,11.11116790771935,693363.8243139551,0,0,1
186,9,906775.1446866532,14,574448.5100045783,547653.6350935906,572893.0509514714,0.9559439308681389,0.9533554801791128,14.684973539324213,948565.1986546605,0,0,1
78,9,1053193.1741162534,17,568302.2255390242,552947.1478108172,568864.3479651642,0.9720193395643741,0.9729807890271008,17.472081866075253,1083510.5138836626,0,0,2
128,10,879685.7015406091,17,542935.3889729757,510467.74622532725,530073.0418414745,0.9630139734176286,0.9401998038678882,18.081263078404927,913471.3782176008,1,0,2
169,15,1105534.0723927931,15,1109847.6304682835,1028771.3567199796,1116920.4399700726,0.921078458146531,0.926948284140504,16.182132548967903,1200260.4801087615,1,1,1
243,7,911456.3588487083,17,374211.4056766954,332406.78679099894,410281.469299272,0.8101920551243107,0.888286091093081,19.137978372576608,1124988.023622202,1,1,2
321,5,806269.6088529959,12,338720.42545921955,363545.34078872635,311031.81882932497,1.1688364944688105,1.0732902814935075,11.180572680954244,689805.3001154907,0,0,1
64,10,1151617.2076008602,19,607003.9408948821,618146.8450772482,597542.330431342,1.0344821004246387,1.0183572188443102,18.65750018599788,1113230.6756473982,0,0,1
202,10,933779.1425120826,25,347397.8589206337,325911.35579505085,354045.312680407,0.9205357171025382,0.9381501567328554,26.648186135856417,1014386.6502553851,1,1,1
217,8,1055889.1527243806,23,362681.40464238235,370553.78361233586,399169.07336661324,0.9283128587269186,1.0217060452209177,22.511367244603942,1137428.1232863877,0,1,2
373,1,724778.3309492845,18,40667.25941112593,40276.9538270005,40499.34118260638,0.9945088648577476,0.9904024615925151,18.174429787923735,728780.1613039973,0,0,0
490,7,811676.324022915,17,310944.17913248437,324098.13334841124,317110.8058042268,1.022034340729777,1.0423032656621056,16.310032367787926,794177.1540116185,0,0,1
105,16,824072.671707388,16,816138.0138036034,870873.7841269632,737694.0414735068,1.1805352018127142,1.0670668065910376,14.994375142373007,698050.062752913,0,0,0
43,13,1145236.838855694,27,528424.4039212572,530277.4698955737,549722.5552494276,0.9646274558535606,1.0035067759183063,26.9056479218014,1187232.2645454037,0,0,1
413,2,965840.3456940246,18,107853.64644543406,115739.96967751373,107973.48132070825,1.0719295910607631,1.073120598996804,16.773510840093014,901029.6513395489,0,0,1
295,13,859555.4250133699,13,801210.180362828,709120.5597925283,788381.1765649536,0.8994640928417763,0.8850618441610454,14.68823911658147,955630.6158900479,1,1,1
400,1,914039.230975902,21,44008.36463138116,46656.46753038748,39319.17461206541,1.1866085183810182,1.0601727176455458,19.808093200735488,770295.5244438971,0,0,1
455,1,856849.2865806716,30,30223.803182387077,31509.850590795984,31766.64980966084,0.9919160748645657,1.042550813365485,28.775575842827486,863832.4433825352,0,0,1
139,8,1110151.04327079,14,606460.9821325685,553480.0250129171,596646.5938874763,0.9276513612634483,0.9126391331337618,15.340126772701163,1196733.0503981363,1,1,1
270,8,957006.7976879389,20,371021.0271274469,388557.3656693567,380192.1866836428,1.0220025010473837,1.0472650800351702,19.097361672107258,936403.5770041317,0,0,0
378,1,1149786.327912896,16,72806.91813230791,75910.15276682642,76052.05795013592,0.9981341046234076,1.0426227989609336,15.345914184828324,1151935.7194459417,0,0,1
195,6,950232.2716600031,20,279081.02675450797,271941.43074012967,255275.13456958867,1.0652875815681833,0.9744174797641884,20.525083360409393,891996.0094354897,0,0,0
229,7,752664.0663527169,17,311199.03438146017,284511.1341872514,307147.1154831801,0.9263024780150726,0.914241699858569,18.594645160716098,812546.7481913286,1,1,1
439,2,1004472.3030379912,15,140201.27020150312,127502.58789539516,134455.1716644877,0.9482906928530676,0.9094253405275367,16.49393230157722,1059245.1350712862,1,1,2
179,11,949248.7764922936,15,671298.9761339925,661710.0144729385,661941.8712350219,0.9996497324430456,0.9857158106865039,15.217367761965,949581.384043812,0,0,2
66,15,1075824.4066312413,21,798119.6296447363,835121.5126124728,852427.7431937424,0.9796977154727164,1.0463613242844396,20.069549124783425,1098118.7254398593,0,0,1
489,13,936087.6859769135,17,708443.1600237142,662743.3241088245,651971.3695424321,1.016522128224668,0.9354925864294321,18.17224449087858,920872.9057494978,1,0,2
133,5,1071464.125044193,12,443335.0937856328,421607.2875866082,445765.3522933556,0.945805423004592,0.9509901054448653,12.618427816750522,1132858.935869086,1,1,2
278,10,974640.0975530875,20,489739.6318972703,444475.1853796597,508493.4036911296,0.8741021656391909,0.9075744669830899,22.036759216555446,1115018.513700144,1,1,2
488,2,862364.8651993104,18,97369.24352031155,97578.6985410872,96910.02334767891,1.0068999590579946,1.0021511415022133,17.961362567544654,856455.3582920948,0,0,1
37,9,1047699.8041621072,14,670994.7003397724,730028.7095191847,700931.9030926748,1.0415116023370143,1.0879798441768902,12.867885443770957,1005941.5582228823,0,0,2
12,9,833334.2648623663,13,558000.7877501268,602528.0761023174,537213.2621421105,1.1215807921415928,1.0797978951458578,12.039289999027064,742999.764886454,0,0,0
414,9,965583.704257817,12,723135.6102849887,697218.2605333707,764359.7881673505,0.9121597856489022,0.9641597656331654,12.446070068189973,1058568.5966970245,0,1,2
319,15,978085.1240664201,15,1042380.5602983385,1065889.1058490803,1084332.124331445,0.9829913565516323,1.022552747476424,14.669169915213436,995008.8752535695,0,0,2
332,8,971547.3979314592,10,796526.8904772083,855514.583674306,882982.8352713595,0.968891522575734,1.0740561227779235,9.310500436547153,1002741.1483059165,0,0,1
71,13,1265362.4988655178,20,799980.4803776883,867970.779269397,820031.5222859287,1.058460261198048,1.0849899473292262,18.43335051097138,1195474.733678978,0,0,0
124,7,917625.1212552857,12,539299.9287983287,563267.4344345198,526421.1087340601,1.0699940125673684,1.0444418854079875,11.489389852756117,857598.3701567776,0,0,0
121,3,1227862.5515099321,20,187741.73294345083,197497.18273589681,188082.68907942358,1.0500550779157443,1.051962073852724,19.01209225799525,1169331.5687279168,0,0,2
189,14,1097359.2820838338,23,643080.6973364835,614708.9634197053,628485.8113963429,0.9780793015103574,0.9558815339438915,24.061559077413936,1121953.281691253,0,0,1
421,12,865120.8836836277,20,545007.0992096335,524549.6381511186,556266.5016249348,0.9429826110665182,0.9624638631530081,20.780000959704076,917430.3677828922,0,1,2
141,9,1189130.8757625255,21,509138.07616836723,457483.95848895004,513784.950157123,0.8904191497805546,0.8985459542367135,23.37109181893634,1335473.160090491,1,1,2
145,13,888760.2990210403,20,602973.2288982123,561491.7657396598,650362.5703511927,0.8633519075928014,0.9312051328806921,21.477544843561812,1029429.9360490007,1,1,2
160,14,1101515.9192178964,14,1070156.1628904727,1166366.0329719756,1055741.2290023335,1.1047840142363121,1.0899026454434855,12.845183979073056,997041.8697443999,0,0,0
295,10,977456.6682971519,12,874603.8393012929,909536.8482537571,948138.7905594741,0.9592866121605056,1.039941522530214,11.539110363440034,1018941.2172611518,0,0,1
483,12,1021729.7357050322,15,805706.1740121555,812397.2529576832,833486.4601786457,0.9746976007067442,1.008304614214644,14.876456765680198,1048253.053012735,0,0,2
448,16,1047330.2609453122,20,870619.6256688928,874253.1841249539,891807.38673974,0.9803161502407369,1.0041735315273528,19.916876288881966,1068359.692623771,0,0,1
35,5,1044837.7228876227,20,253128.639564215,259545.28204097715,266718.110375959,0.9731070817618225,1.0253493341875854,19.5055473614235,1073712.9987749457,0,0,0
280,4,1074541.6870691152,24,173911.28017467557,179083.44833759527,156807.49857473533,1.142059212507896,1.02974026847324,23.306848080811644,940880.8889247377,0,0,0
205,8,1172222.8976393822,23,405190.76212291035,429446.7741342477,370663.0619668341,1.1585906938109558,1.0598631910664822,21.700914036703512,1011766.1948272568,0,0,1
76,8,1135609.742395039,15,632643.4575060138,633292.1879484026,656643.6734206865,0.9644381170222233,1.0010254282008166,14.98463433337563,1177483.264453837,0,0,1
499,10,846734.9148221039,18,463508.6348443776,431558.06237418787,458560.2929918956,0.9411152011406602,0.9310680102412394,19.332637145739984,899714.4173166426,1,1,1
405,13,1214516.1916684706,24,659988.5363467039,673052.2777761392,650146.7890283795,1.0352312572088391,1.0197938914238545,23.53416724872785,1173183.4633191181,0,0,0
119,19,930399.341962991,20,914189.6029625908,924586.7436179115,880703.6161711594,1.0498273501334456,1.0113730681486937,19.775096480085,886240.3345128379,0,0,0
321,15,683307.3546632421,25,399206.4849240904,360449.35456948634,416500.6883948854,0.8654231904359865,0.9029145772469759,27.688112065070474,789564.4145137857,1,1,1
457,4,1112838.2968595235,21,212976.41433988514,215014.4791467254,210010.97685733944,1.0238249560297263,1.009569439006461,20.80094661013764,1086941.9526312198,0,0,1
187,1,982938.5144338277,22,44574.28011245993,44432.721820150044,45299.134818520404,0.9808735199504046,0.9968242158493029,22.07008984152317,1002105.2607103997,0,0,2
87,1,1017332.4284746697,18,58961.89181263503,56822.1155411018,57347.03282296079,0.9908466531567641,0.9637091652633388,18.677834193972203,1026730.4483832325,0,0,1
39,2,1214047.7150839705,18,128170.36972685455,129805.06772051516,124376.66259399384,1.0436448849270172,1.012754102193388,17.77331729490527,1163276.6399931808,0,0,1
131,19,854719.6899262038,24,678966.4513349711,725981.71877908,665018.8872264046,1.091670827285723,1.0692453468822625,22.44573714534266,782946.3502760599,0,0,1
96,2,960011.595454809,17,114058.36008147105,114084.05210067387,115817.7865030215,0.9850304995916805,1.0002252532754676,16.996171556686445,974600.8837825402,0,0,1
172,7,1011708.732139363,18,378699.3678607165,398814.0226760661,411648.93516093725,0.9688207319670261,1.0531151000567491,17.09214880598525,1044268.2518625092,0,0,1
494,5,1303739.600720278,12,560762.3550598748,572921.6697711117,614148.2154998017,0.9328719929681155,1.0216835431293148,11.745319850455061,1397554.6597472331,0,1,1
60,14,1076256.298752692,14,1079049.5322575392,1097065.4873758287,1150416.4839942022,0.9536246243333188,1.0166961335691396,13.770092693135968,1128595.3312133749,0,0,0
215,5,942015.7439700025,18,258635.93015092294,236386.9077687492,270091.04662023287,0.8752119358518609,0.9139755162046098,19.694181825293423,1076328.7215148867,1,1,1
56,4,956664.1178721013,11,336854.5335807837,345102.31997039786,331127.02395328786,1.0422052415120353,1.0244847124423107,10.737105069900608,917922.9577507875,0,0,0
211,6,1285255.1566598786,12,611648.2646463459,586609.1298306235,674138.4387197493,0.8701612252590848,0.9590628531739562,12.51221435621949,1477031.059706438,0,1,1
255,6,1132184.43275802,19,356861.15216938173,347757.35111878347,364481.12882952276,0.954116204138071,0.9744892348319348,19.497393425055982,1186631.5946083446,0,0,1
173,14,1173592.1961240345,22,744304.7462228957,771815.8049437434,786489.7596614587,0.9813424719934922,1.0369620896016818,21.21581899725056,1195904.8238684784,0,0,0
312,6,931442.6652517397,18,307322.79982227425,299137.92312582675,314746.8121325557,0.9504081108845186,0.9733671673524358,18.492507867262567,980044.9455180593,0,1,1
272,6,1153319.240578941,17,374116.1667190817,324133.0598713191,379137.8749183371,0.8549213394761325,0.8663968272579512,19.621493829568944,1349035.5045829795,1,1,2
409,17,853482.4650436147,19,751759.237123858,825998.9128881515,735246.1948145141,1.1234317412503334,1.0987545906962524,17.29230545281289,759710.1218572691,0,0,0
377,11,887647.332323448,25,379598.61087548657,398441.43721360853,365719.60517070285,1.0894724580806447,1.0496388179468408,23.817716696969693,814749.6760838196,0,0,1
244,19,810364.8718003541,22,732455.9902120057,735412.7886945349,748704.630931764,0.9822468812291338,1.0040368274982274,21.911546865086322,825011.3971207571,0,0,0
96,8,1183863.4673085432,9,1095714.7156381237,992505.2397272857,931262.8472031829,1.065762735738926,0.9058062519031418,9.935899626537767,1110813.3429789457,1,0,1
372,14,1037461.3248349178,17,831277.0667670235,855171.113735765,847475.121701764,1.0090810831338,1.028743782216523,16.525008747437518,1028124.837711733,0,0,1
480,2,915282.116213278,19,97119.27961983897,105022.60132733345,98957.59819853913,1.0612889079687047,1.0813774745697355,17.5701828887825,862425.0280398369,0,0,0
331,11,1203405.1457177089,14,972821.9731592243,941160.6739808529,1024185.2430304803,0.9189359838812318,0.9674541693630215,14.470969729984931,1309563.6331869266,0,1,1
167,1,1380775.8347476402,22,62219.50055268045,53320.74501902368,65544.18137479435,0.8135084442374115,0.8569780301254216,25.67160326943297,1697309.7753668544,1,1,1
377,17,1259689.3165168727,18,1239751.6294393705,1252524.8571038507,1310273.6148988921,0.9559261843187633,1.010303053741705,17.816436299322415,1317768.398000924,0,0,0
34,10,820361.7566448764,20,414260.6402337516,432321.89667283866,399876.15944674745,1.0811394639554952,1.0435987749859503,19.164453312307934,758793.6468838828,0,0,1
221,14,847250.9952440584,25,500774.5819475016,481047.6005102035,547015.9832953541,0.8794031896696302,0.9606070632407494,26.025209429190348,963438.6197329458,0,1,2
353,18,711628.7221289272,24,557441.9388951443,554127.8101311733,549864.4569634916,1.0077534619917519,0.9940547552440357,24.143539250117175,706153.5871307696,0,0,0
270,11,1168980.742267374,25,506961.56273607194,493441.2878629315,581935.5033763179,0.8479312312104109,0.9733307692990145,25.68499916837604,1378626.8263744325,0,1,2
327,10,779461.3797194031,15,519921.91588681936,481296.2990438542,526813.0506626747,0.9135998025076157,0.9257088119144155,16.20379951766819,853175.9503230689,1,1,1
73,17,880278.1442820347,17,883474.5558694779,862492.9741261265,936993.2863705275,0.9204900255657325,0.9762510628020269,17.413553385751772,956314.7017709578,0,1,2
46,1,1035293.4563754804,13,77326.49015300283,76638.95819322851,74330.9701986572,1.0310501529631992,0.9911087137355655,13.116623655746091,1004115.5160106287,0,0,1
9,5,1024658.6054465953,16,337956.3435853568,370641.9618355282,316276.5698940993,1.1718919360976767,1.0967155044447807,14.5890159618926,874362.7069050763,0,0,0
474,11,872298.0309172191,11,900148.7457618214,933580.0342091046,812756.3926486103,1.1486591094863667,1.0371397378540914,10.60609250471851,759405.4874185214,0,0,0
451,11,793579.6176773985,16,568177.4887368167,590423.0066308044,662155.7307357063,0.8916678950657102,1.0391524098278593,15.397163927715356,889994.6068136913,0,1,1
174,7,981160.0517039663,19,369879.7141673865,364302.3249974568,343258.5590746382,1.0613058738565726,0.984921073104848,19.29088585758931,924483.7665305927,0,0,0
288,11,904660.4794194377,17,582036.6002684762,570864.562770074,590466.3909424142,0.9668028045744405,0.980805266381446,17.332696492056265,935723.8882003905,0,0,1
388,3,985699.3343540498,13,226422.96315654504,214884.39325800966,209618.78552909067,1.0251199228906334,0.9490397540175384,13.698056319524586,961545.3883430287,1,0,1
280,6,772241.492044277,17,281514.2838606526,276064.7297952564,254507.08286123152,1.084703524521473,0.9806419980163646,17.33558223529838,711937.8471504078,0,0,0
407,2,1110416.6767727959,18,123079.3052767274,113666.58374589687,118002.52282905552,0.9632555391257193,0.9235231178006141,19.49057869051216,1152774.7639848972,1,0,1
451,14,1102698.5946518176,14,1099249.2539318053,1116805.9216726434,1062184.3868834754,1.0514237786430203,1.0159715075339295,13.77991399973631,1048767.031001499,0,0,0
364,8,939146.3403363372,15,517141.1129583212,525645.4340336216,513093.0581295711,1.0244641312236984,1.0164448752230337,14.757317750958821,916719.5919436915,0,0,1
264,8,1192573.084424933,16,615383.2314131721,617036.8449744983,630746.4792292712,0.9782644299948766,1.0026871280803813,15.957121171617699,1219070.2716556694,0,0,1
224,10,976674.4796110286,15,637769.4360951143,623591.5426779956,677295.5822154705,0.920708120726543,0.9777695627687554,15.341037981919195,1060786.211856502,0,1,2
329,1,1391070.9334943008,14,108978.46367813858,113929.00100020002,101590.41005230545,1.121454288269354,1.0454267490564242,13.39166040340564,1240416.9728942083,0,0,0
148,9,1048518.7742664058,29,327297.11455560016,311146.28013341845,352306.97316859366,0.8831681000663075,0.9506539052624674,30.505318328223087,1187224.4640490117,1,1,1
93,12,798646.8493800699,18,541574.3909510496,489664.4501198625,569229.9188163156,0.8602226164395832,0.9041499345269466,19.908202514461987,928418.8001073812,1,1,2
262,3,884964.8029789833,21,129929.15789720895,124930.42285513354,133190.56249110147,0.9379825455987559,0.9615272266596997,21.840255187523926,943476.8345439422,0,1,1
173,9,1126526.8516090224,16,628178.0183525886,589276.3458110249,701676.500516889,0.8398120007965711,0.9380722161472885,17.05625614381037,1341403.6124043225,1,1,2
224,7,1122473.1676516158,15,506620.2243661348,463315.25657636387,469597.7521166957,0.9866215383016343,0.9145218336990937,16.402014087873017,1137693.7600448453,1,0,2
368,3,923568.3197816442,17,170410.20440116042,157702.42036171872,187816.03485513435,0.8396643049319896,0.9254282683123455,18.369873259871344,1099925.6659558138,1,1,2
316,10,831465.0876594859,14,573774.2024553546,576828.7269875482,599120.7816934773,0.9627920523088545,1.0053235654707415,13.925864747281157,863597.7890195128,0,0,1
20,7,919328.2980464291,22,286901.6471771685,279179.4569120112,290458.4753582667,0.9611682240212018,0.9730841898569209,22.60852681537741,956469.715780107,0,0,1
336,19,861369.3498170323,20,811639.768977202,810981.1935231738,835439.2343900341,0.9707243329495802,0.999188586514362,20.01624144824289,887347.0259056257,0,0,1
378,13,924353.4532121393,17,716818.4317522546,770185.067860937,719605.1391664064,1.0702884484025819,1.0744493078647939,15.822058682120012,863648.9112741034,0,0,1
101,17,1172380.4706505814,24,811182.3703075416,699295.7106794658,888054.8950947218,0.7874464906866793,0.8620696606292658,27.839977551792337,1488838.2696686184,1,1,2
258,11,1021079.8832009188,19,571628.3625771214,507875.9348889019,630003.0972324704,0.8061483143812168,0.8884722454974087,21.385023669887296,1266615.4167731272,1,1,2
160,14,865231.1710633845,22,567075.1340871109,541538.9669440072,530133.737977534,1.021513871216694,0.9549686353569138,23.037405822001297,847008.7342356243,0,0,0
412,9,1083882.075056973,16,604402.4354603763,628313.8368226388,562870.1461289222,1.1162678304113272,1.0395620532932648,15.391096615457483,970987.4687131129,0,0,1
15,8,852226.2951533761,14,522888.4217381089,512123.4715798733,513382.7470961654,0.9975471019947303,0.9794125291157675,14.294283137912755,854321.8595384964,0,0,1
450,14,890511.5758373884,25,462912.2970591493,470308.44011258695,471505.8420242398,0.9974604727981476,1.0159774175376737,24.606846144858302,892778.8119154852,0,0,1
479,8,986381.9647236986,14,567559.867021208,589766.1214765131,531470.3308336315,1.1096877610297502,1.039125836313714,13.472862968805421,888882.4400553645,0,0,0
474,14,1005618.5176623398,18,795632.9096684443,728312.9619494973,836650.3326689411,0.8705105747417273,0.9153881810306207,19.6637889509717,1155205.4011069282,1,1,2
369,8,983997.7559241144,18,450724.6942417103,452719.73750846245,476147.6252774679,0.950797008059521,1.0044263012260923,17.92067768240198,1034918.8602647716,0,1,1
377,6,629502.8133044573,11,343181.62707909936,321961.476222294,376786.85276270495,0.8544923313050437,0.9381664134020952,11.724998723958192,736698.0255317613,1,1,1
362,12,977439.2178090782,22,521920.3616826747,540396.7108256085,508703.5355069364,1.0623018577747627,1.0354007057386416,21.24781244407737,920114.3824190904,0,0,0
22,16,1101778.5927100042,16,1109564.967926759,1117917.4825866413,1060025.4334568447,1.05461383029368,1.0075277382589765,15.880456083172705,1044722.305986818,0,0,0
176,3,1000623.8708171734,19,149806.1220082338,159594.37724180834,145618.14716519293,1.095978628685341,1.0653394874812696,17.834690465591187,912995.7871691819,0,0,1
161,10,1041728.5044043557,10,1078075.0082346299,1154311.6449558348,1227124.772121192,0.9406636319145499,1.0707155217762112,9.339548924639654,1107439.9701029225,0,1,2
291,3,1017664.8110560208,13,246018.26528798914,254739.3679992231,241934.8464665863,1.0529254951059943,1.0354490049794678,12.554939873893433,966511.7007671811,0,0,0
265,20,700518.6190547361,20,694568.1189232911,695616.5396153695,714753.9359578566,0.9732251962812339,1.001509456975514,19.96985636101585,719790.8785463735,0,0,1
352,3,1106811.2247907782,15,215303.97161925232,202192.80539063003,210120.83711788408,0.9622691788401444,0.9391039276701857,15.972673053570718,1150209.576622682,1,0,1
259,8,1168597.7719206666,23,405624.62769660563,396446.46915195393,418338.6826276731,0.9476686847646755,0.97737277788883,23.53247452796982,1233129.036242083,0,1,1
421,13,861622.2746673679,13,893160.1249580359,847909.0353857175,850390.6667008485,0.9970817749861265,0.9493359720078811,13.693782162814829,864144.041424643,1,0,2
127,9,767261.4996253629,17,428039.2048455411,415954.6636247319,390413.04647703,1.0654220379625676,0.9717676766894052,17.4938932502007,720147.9529113324,0,0,1
34,1,793593.5002640277,15,52327.81730316061,50931.19848277781,52346.67379009399,0.9729595940901207,0.9733102030170395,15.411325139203743,815648.9797566258,0,0,1
317,4,773054.6054498395,19,165198.20512188284,161743.59732229586,186892.59210645934,0.8654361069065921,0.9790881033057339,19.405812342984813,893254.3942649212,0,1,1
83,3,1082213.1556123213,25,132124.98199193375,122981.11784852797,129489.3213041595,0.9497394581260928,0.9307938286495735,26.858794322122684,1139484.251552114,1,1,1
273,18,842087.135522688,18,808332.4982554707,844546.6343402733,839421.2997326055,1.0061057952774137,1.0448010393779286,17.22816050290029,836976.726975814,0,0,0
279,5,1171353.214526321,16,379990.6046340277,387832.7305897001,376972.6385269083,1.028808701090959,1.0206376838270126,15.676473888369413,1138552.9819918964,0,0,1
449,11,1061394.8374701855,11,1036293.8335650286,1005751.0485944473,1017612.8090807053,0.9883435424746926,0.970526906576768,11.334049499770265,1073912.8570745566,0,0,1
468,3,820304.8923522304,17,144805.87097617012,153799.19831460097,154877.24844250182,0.9930393254093672,1.062106096098209,16.00593392924851,826054.7909460389,0,0,1
430,20,798549.7524498363,23,693336.3047355931,770695.5142096006,644699.4889797118,1.1954337290220092,1.11157530471956,20.691355684447025,668000.0179542652,0,0,1
287,17,1146316.2335104933,17,1136363.7467115554,1215633.9209862412,1058446.7680122512,1.1485073767754852,1.069757746587816,15.891448371581832,998092.1818097994,0,0,1
370,12,920301.9805839902,18,621106.5455193352,627430.939635667,631972.7357203945,0.992813303758191,1.0101824625130036,17.818563148702747,926963.787753733,0,0,1
